IDENTITAS:,1,q,L,B,SESI 1
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 24/01/2015 22:30:20,C,F01,Neutral,S,0.0,523.0000019073486,
 24/01/2015 22:30:21,C,M01,Neutral,G,0.0,236.00006103515625,
 24/01/2015 22:30:21,I,F03,Happy,S,0.0,124.00007247924805,
 24/01/2015 22:30:21,I,M04,Neutral,S,0.0,108.99996757507324,SALAH
 24/01/2015 22:30:21,C,M01,Happy,S,0.0,96.9998836517334,
RERATA:,245.00000476837158
IDENTITAS:,1,q,L,B,SESI 2
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 24/01/2015 22:30:23,I,M03,Neutral,G,0.0,518.9998149871826,SALAH
 24/01/2015 22:30:24,I,F03,Neutral,S,0.0,104.00009155273438,SALAH
 24/01/2015 22:30:24,I,F02,Happy,S,0.0,98.00004959106445,
 24/01/2015 22:30:24,C,M04,Neutral,G,0.0,150.00009536743164,
 24/01/2015 22:30:24,C,F03,Neutral,G,0.0,82.99994468688965,SALAH
RERATA:,255.66665331522623
IDENTITAS:,1,q,L,B,SESI 1
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 24/01/2015 22:31:14,C,F01,Happy,G,0.0,779.9999713897705,SALAH
 24/01/2015 22:31:15,I,F03,Happy,G,0.0,427.99997329711914,
 24/01/2015 22:31:15,C,M01,Neutral,S,0.0,203.00006866455078,
 24/01/2015 22:31:15,C,F03,Happy,G,0.0,141.9999599456787,
 24/01/2015 22:31:15,C,M01,Happy,G,0.0,91.00008010864258,SALAH
RERATA:,388.2499933242798
IDENTITAS:,1,q,L,B,SESI 2
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 24/01/2015 22:31:18,C,M04,Happy,G,0.0,949.0001201629639,SALAH
 24/01/2015 22:31:18,I,F03,Happy,G,0.0,351.99999809265137,
 24/01/2015 22:31:19,C,M01,Neutral,G,0.0,203.00006866455078,SALAH
 24/01/2015 22:31:19,C,M04,Neutral,S,0.0,369.99988555908203,SALAH
 24/01/2015 22:31:20,C,F03,Neutral,G,0.0,700.9999752044678,SALAH
RERATA:,515.0000095367432
IDENTITAS:,1,q,L,B,SESI 1
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 24/01/2015 22:32:26,C,F01,Happy,S,0.0,501.00016593933105,
 24/01/2015 22:32:27,I,F02,Neutral,G,0.0,144.99998092651367,
 24/01/2015 22:32:27,I,F02,Happy,S,0.0,165.00020027160645,
 24/01/2015 22:32:27,C,M01,Happy,G,0.0,110.99982261657715,
 24/01/2015 22:32:27,C,F03,Neutral,G,0.0,96.9998836517334,SALAH
RERATA:,230.50004243850708
IDENTITAS:,1,q,L,B,SESI 2
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 24/01/2015 22:32:29,I,F03,Happy,S,0.0,416.99981689453125,
 24/01/2015 22:32:29,I,M03,Neutral,S,0.0,98.00004959106445,SALAH
 24/01/2015 22:32:29,C,F03,Neutral,G,0.0,70.00017166137695,SALAH
 24/01/2015 22:32:29,I,F02,Neutral,S,0.0,108.99996757507324,SALAH
 24/01/2015 22:32:30,C,F03,Neutral,G,0.0,55.9999942779541,SALAH
RERATA:,416.99981689453125
