IDENTITAS:,111,111,L,B,SESI 1
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 10/11/2014 06:09:47,I,M04,Neutral,G,0.0,11949.000120162964,SALAH
 10/11/2014 06:09:49,C,F01,Happy,S,0.0,1122.999906539917,
 10/11/2014 06:09:50,I,M04,Neutral,G,0.0,842.0000076293945,SALAH
 10/11/2014 06:09:51,I,M03,Neutral,G,0.0,749.000072479248,SALAH
RERATA:,3665.750026702881
