IDENTITAS:,1111,q,L,A,SESI 1
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 10/11/2014 05:55:21,C,F01,Neutral,S,0.0,1793.9999103546143,
 10/11/2014 05:55:21,C,M01,Neutral,S,0.0,358.99996757507324,SALAH
 10/11/2014 05:55:22,I,F03,Happy,G,0.0,342.9999351501465,SALAH
 10/11/2014 05:55:23,I,F02,Happy,G,0.0,328.0000686645508,
RERATA:,705.9999704360962
IDENTITAS:,1111,q,L,A,SESI 2
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 10/11/2014 05:55:30,C,M04,Neutral,S,0.0,5178.999900817871,
 10/11/2014 05:55:30,C,F01,Happy,G,0.0,296.9999313354492,
 10/11/2014 05:55:31,C,M04,Happy,G,0.0,281.00013732910156,SALAH
 10/11/2014 05:55:31,I,F02,Happy,G,0.0,281.00013732910156,
RERATA:,1509.5000267028809
