IDENTITAS:,11,q,L,A,SESI 1
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 09/11/2014 12:15:41,C,M01,Neutral,S,0.0,230.00001907348633,SALAH
 09/11/2014 12:15:42,C,M01,Neutral,S,0.0,139.9998664855957,
 09/11/2014 12:15:42,I,M04,Happy,G,0.0,89.99991416931152,SALAH
 09/11/2014 12:15:42,C,M01,Neutral,G,0.0,140.0001049041748,
 09/11/2014 12:15:42,I,F02,Neutral,S,0.0,170.0000762939453,
RERATA:,150.00001589457193
IDENTITAS:,11,q,L,A,SESI 2
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 09/11/2014 12:15:44,I,M03,Neutral,S,0.0,390.0001049041748,SALAH
 09/11/2014 12:15:44,C,M04,Happy,G,0.0,160.00008583068848,SALAH
 09/11/2014 12:15:44,C,F03,Neutral,S,0.0,99.99990463256836,SALAH
 09/11/2014 12:15:44,C,M04,Happy,G,0.0,129.99987602233887,SALAH
 09/11/2014 12:15:44,C,M01,Happy,G,0.0,60.00018119812012,
RERATA:,60.00018119812012
IDENTITAS:,11,q,L,A,SESI 1
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 14/11/2014 23:44:28,I,F02,Neutral,S,609.9998950958252,628.000020980835,
 14/11/2014 23:44:29,I,F02,Happy,G,385.9999179840088,424.0000247955322,SALAH
 14/11/2014 23:44:30,I,F02,Happy,G,546.0000038146973,573.0001926422119,SALAH
 14/11/2014 23:44:31,I,F02,Happy,G,603.0001640319824,642.0001983642578,SALAH
 14/11/2014 23:44:32,I,F03,Neutral,S,685.999870300293,724.9999046325684,
RERATA:,598.400068283081
IDENTITAS:,11,q,L,A,SESI 1
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 19/11/2014 06:14:57,C,F01,Happy,G,7190.000057220459,7220.0000286102295,SALAH
 19/11/2014 06:14:59,C,M04,Neutral,S,1899.9998569488525,1940.000057220459,
 19/11/2014 06:15:00,I,F02,Neutral,S,500.0,529.9999713897705,
 19/11/2014 06:15:01,C,M04,Happy,G,440.000057220459,460.00003814697266,SALAH
 19/11/2014 06:15:02,I,M03,Happy,G,470.0000286102295,500.0,SALAH
RERATA:,2130.0000190734863
IDENTITAS:,11,q,L,A,SESI 2
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 19/11/2014 06:15:05,I,M03,Neutral,S,779.9999713897705,799.9999523162842,
 19/11/2014 06:15:06,I,M03,Neutral,S,500.0,519.9999809265137,
 19/11/2014 06:15:07,C,M04,Neutral,S,450.0000476837158,470.0000286102295,
 19/11/2014 06:15:08,I,M03,Neutral,S,450.0000476837158,480.0000190734863,
 19/11/2014 06:15:10,C,F03,Happy,G,660.0000858306885,690.000057220459,SALAH
RERATA:,592.0000076293945
IDENTITAS:,11,q,L,A,SESI 1
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 14/12/2014 22:19:17,I,M03,Neutral,S,949.9998092651367,990.0000095367432,
 14/12/2014 22:19:19,I,M04,Neutral,S,569.9999332427979,610.0001335144043,SALAH
 14/12/2014 22:19:20,I,F02,Happy,G,679.999828338623,709.9997997283936,SALAH
 14/12/2014 22:19:22,C,F01,Happy,G,670.0000762939453,690.000057220459,
 14/12/2014 22:19:24,I,F03,Happy,S,670.0000762939453,700.0000476837158,
RERATA:,740.0000095367432
IDENTITAS:,11,q,L,A,SESI 2
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 14/12/2014 22:19:28,C,F01,Happy,G,920.0000762939453,950.0000476837158,SALAH
 14/12/2014 22:19:29,I,F03,Happy,G,579.9999237060547,599.9999046325684,
 14/12/2014 22:19:31,C,F03,Neutral,S,740.0000095367432,779.9999713897705,
 14/12/2014 22:19:33,I,F02,Happy,G,589.9999141693115,619.999885559082,
 14/12/2014 22:19:34,C,F03,Neutral,S,599.9999046325684,639.9998664855957,
RERATA:,717.9999351501465
IDENTITAS:,11,q,L,A,SESI 1
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 15/12/2014 05:45:16,I,F03,Neutral,S,840.0001525878906,870.0001239776611,
 15/12/2014 05:45:17,I,M03,Neutral,S,379.99987602233887,409.9998474121094,SALAH
 15/12/2014 05:45:18,C,M04,Happy,G,519.9999809265137,549.9999523162842,SALAH
 15/12/2014 05:45:19,C,F03,Neutral,S,330.0001621246338,360.0001335144043,SALAH
 15/12/2014 05:45:20,C,M01,Neutral,S,500.0,509.99999046325684,
RERATA:,540.0000095367432
IDENTITAS:,11,q,L,A,SESI 2
TGL,RAS,GENDER,EKSPRESI,WARNA,RESPON AWAL,RESPON AKHIR,KET
 15/12/2014 05:45:23,I,M04,Neutral,S,739.9997711181641,769.9999809265137,
 15/12/2014 05:45:24,I,M04,Happy,G,509.99999046325684,529.9999713897705,
 15/12/2014 05:45:25,C,F01,Happy,G,430.00006675720215,460.00003814697266,SALAH
 15/12/2014 05:45:26,I,F02,Neutral,S,449.9998092651367,469.9997901916504,SALAH
 15/12/2014 05:45:27,I,F03,Happy,G,459.99979972839355,489.99977111816406,SALAH
RERATA:,543.9999103546143
